Customer ID,Customer Age,Gender,Purchase Date,Product Category,Product Price,Quantity,Total Purchase Amount,Payment Method,Returns,Churn
CUST00305,54,Female,2025-05-08,Backpacks,324.18,2,648.36,Credit Card,0,0
CUST00306,60,Male,2023-04-18,Accessories,50.01,1,50.01,Credit Card,0,0
CUST00307,42,Female,2025-07-24,Ski Equipment,783.63,1,783.63,Credit Card,0,0
CUST00308,36,Male,2025-10-07,Tents & Sleeping,321.24,1,321.24,Invoice,0,0
CUST00309,17,Male,2023-01-20,Navigation & Safety,26.69,1,26.69,Invoice,1,0
CUST00310,31,Female,2024-05-02,Base Layers,42.47,1,42.47,Debit Card,0,0
CUST00311,44,Male,2025-02-01,Ski Equipment,784.13,1,784.13,Debit Card,0,0
CUST00312,45,Female,2023-05-08,Tents & Sleeping,285.06,1,285.06,Debit Card,0,0
CUST00313,37,Female,2024-07-10,Base Layers,118.24,1,118.24,Credit Card,0,1
CUST00314,48,Female,2024-10-05,Trail Running Shoes,114.79,1,114.79,Debit Card,0,0
CUST00315,40,Male,2023-03-24,Trail Running Shoes,122.07,2,244.14,Credit Card,0,1
CUST00316,47,Female,2024-09-04,Bike & MTB,341.15,1,341.15,Credit Card,0,1
CUST00317,27,Female,2023-10-14,Ski Equipment,496.53,2,993.06,Credit Card,1,0
CUST00318,45,Male,2023-06-22,Ski Equipment,450.44,2,900.88,Debit Card,0,0
CUST00319,42,Female,2024-11-10,Hiking Apparel,63.18,3,189.54,Credit Card,0,1
CUST00320,38,Female,2025-02-22,Hiking Apparel,170.4,1,170.4,PayPal,0,0
CUST00321,41,Female,2024-08-27,Hiking Footwear,203.84,1,203.84,Debit Card,0,0
CUST00322,46,Male,2025-12-12,Hiking Apparel,115.46,1,115.46,Credit Card,0,0
CUST00323,49,Female,2025-10-25,Climbing Gear,397.27,1,397.27,Credit Card,0,1
CUST00324,39,Female,2025-08-24,Hiking Footwear,242.14,1,242.14,Debit Card,0,0
CUST00325,43,Female,2023-04-25,Ski Equipment,762.21,3,2286.63,PayPal,0,0
CUST00326,37,Non-binary,2023-12-22,Hiking Apparel,208.34,4,833.36,Credit Card,0,0
CUST00327,29,Male,2024-01-21,Base Layers,143.71,1,143.71,TWINT,0,0
CUST00328,16,Female,2024-03-24,Trail Running Shoes,105.31,1,105.31,Credit Card,0,0
CUST00329,21,Male,2023-05-02,Trail Running Shoes,212.34,2,424.68,Credit Card,0,0
CUST00330,23,Female,2025-02-04,Accessories,70.25,4,281.0,PayPal,0,0
CUST00331,32,Non-binary,2025-09-24,Base Layers,82.42,1,82.42,PayPal,0,0
CUST00332,47,Female,2023-12-26,Navigation & Safety,240.36,1,240.36,Debit Card,0,0
CUST00333,38,Female,2023-03-08,Backpacks,305.23,2,610.46,Credit Card,0,0
CUST00334,38,Female,2024-11-09,Tents & Sleeping,134.14,1,134.14,PayPal,0,0
CUST00335,50,Male,2025-07-03,Base Layers,106.69,3,320.07,Credit Card,0,0
CUST00336,59,Male,2025-06-16,Accessories,60.43,1,60.43,PayPal,0,0
CUST00337,26,Female,2024-04-06,Hiking Footwear,175.9,2,351.8,Credit Card,1,0
CUST00338,38,Male,2023-12-15,Ski Apparel,383.57,1,383.57,TWINT,0,1
CUST00339,68,Male,2025-06-02,Bike & MTB,718.85,2,1437.7,TWINT,0,0
CUST00340,26,Male,2024-06-27,Hiking Footwear,121.11,1,121.11,PayPal,0,1
CUST00341,26,Female,2025-09-10,Hiking Footwear,80.76,1,80.76,Credit Card,1,1
CUST00342,47,Male,2025-03-25,Hiking Footwear,248.75,1,248.75,Debit Card,0,0
CUST00343,30,Male,2025-06-19,Hiking Apparel,73.58,1,73.58,Debit Card,0,0
CUST00344,28,Male,2024-12-05,Base Layers,110.1,1,110.1,TWINT,0,0
CUST00345,38,Male,2025-08-30,Backpacks,339.69,2,679.38,Debit Card,0,0
CUST00346,42,Male,2025-11-24,Accessories,12.43,1,12.43,TWINT,0,0
CUST00347,52,Male,2023-09-16,Bike & MTB,778.85,2,1557.7,Credit Card,1,0
CUST00348,51,Male,2024-10-16,Accessories,20.35,1,20.35,TWINT,0,1
CUST00349,28,Male,2025-12-06,Ski Equipment,493.62,3,1480.86,PayPal,0,0
CUST00350,45,Female,2023-08-05,Backpacks,339.45,1,339.45,Debit Card,0,0
CUST00351,27,Male,2023-03-18,Hiking Apparel,127.41,1,127.41,Credit Card,0,0
CUST00352,35,Female,2024-05-01,Hiking Apparel,111.24,3,333.72,Credit Card,0,0
CUST00353,30,Female,2023-07-21,Ski Apparel,346.57,2,693.14,Invoice,0,0
CUST00354,45,Female,2023-07-02,Accessories,32.46,2,64.92,Credit Card,0,0
CUST00355,36,Female,2024-09-29,Accessories,46.07,1,46.07,PayPal,0,0
CUST00356,17,Female,2024-02-16,Backpacks,102.12,3,306.36,TWINT,0,0
CUST00357,54,Male,2023-09-11,Accessories,45.36,1,45.36,PayPal,0,0
CUST00358,28,Male,2024-12-06,Bike & MTB,400.68,1,400.68,Credit Card,0,0
CUST00359,34,Male,2024-03-29,Trail Running Shoes,180.12,4,720.48,PayPal,0,0
CUST00360,28,Male,2023-01-19,Hiking Footwear,236.06,2,472.12,Debit Card,1,1
CUST00361,40,Female,2024-07-17,Navigation & Safety,219.57,2,439.14,Debit Card,0,0
CUST00362,29,Male,2025-03-24,Climbing Gear,348.28,2,696.56,Debit Card,1,0
CUST00363,60,Female,2025-09-13,Backpacks,134.8,2,269.6,Credit Card,0,0
CUST00364,33,Female,2024-09-03,Ski Equipment,683.32,3,2049.96,Credit Card,0,0
CUST00365,60,Female,2023-02-22,Hiking Apparel,97.53,1,97.53,PayPal,0,0
CUST00366,46,Male,2024-01-24,Hiking Apparel,46.36,2,92.72,Credit Card,0,0
CUST00367,29,Non-binary,2024-01-06,Hiking Apparel,94.04,1,94.04,Credit Card,0,0
CUST00368,27,Female,2024-11-18,Backpacks,323.79,3,971.37,PayPal,0,0
CUST00369,46,Female,2023-08-30,Hiking Apparel,145.4,1,145.4,Debit Card,0,0
CUST00370,28,Non-binary,2025-02-20,Hiking Footwear,257.89,1,257.89,Debit Card,0,0
CUST00371,59,Male,2023-10-21,Bike & MTB,718.56,4,2874.24,Credit Card,0,0
CUST00372,68,Female,2023-01-10,Tents & Sleeping,171.95,1,171.95,Debit Card,0,0
CUST00373,31,Female,2025-05-29,Accessories,19.06,1,19.06,Debit Card,0,0
CUST00374,34,Male,2024-10-21,Ski Equipment,429.83,1,429.83,PayPal,0,1
CUST00375,57,Male,2025-10-27,Accessories,31.85,1,31.85,Debit Card,0,0
CUST00376,38,Male,2024-11-22,Ski Apparel,307.46,1,307.46,Debit Card,0,1
CUST00377,51,Female,2023-02-09,Trail Running Shoes,226.97,2,453.94,Credit Card,0,1
CUST00378,37,Female,2023-03-18,Backpacks,100.7,1,100.7,Debit Card,0,0
CUST00379,26,Male,2023-08-26,Trail Running Shoes,217.06,1,217.06,Debit Card,0,0
CUST00380,26,Female,2024-09-08,Trail Running Shoes,197.33,1,197.33,Debit Card,1,0
CUST00381,24,Male,2024-08-01,Accessories,45.81,1,45.81,Credit Card,1,1
CUST00382,25,Male,2025-04-19,Ski Equipment,542.36,1,542.36,Credit Card,1,0
CUST00383,45,Male,2025-10-08,Hiking Footwear,214.33,3,642.99,Credit Card,1,0
CUST00384,64,Female,2024-08-29,Hiking Footwear,131.18,1,131.18,Credit Card,1,0
CUST00385,54,Male,2023-04-04,Base Layers,81.12,1,81.12,Credit Card,1,0
CUST00386,21,Male,2023-07-10,Accessories,76.86,1,76.86,Debit Card,0,1
CUST00387,27,Female,2023-12-08,Base Layers,87.39,1,87.39,Credit Card,0,1
CUST00388,45,Non-binary,2025-06-16,Trail Running Shoes,158.24,1,158.24,Credit Card,0,0
CUST00389,55,Female,2023-08-20,Bike & MTB,139.3,3,417.9,TWINT,0,1
CUST00390,41,Female,2024-04-03,Hiking Footwear,253.67,1,253.67,Invoice,0,0
CUST00391,19,Male,2025-02-27,Base Layers,59.83,1,59.83,Credit Card,0,0
CUST00392,35,Female,2025-08-19,Hiking Footwear,266.87,1,266.87,TWINT,0,1
CUST00393,29,Non-binary,2025-04-05,Hiking Footwear,124.54,1,124.54,TWINT,1,0
CUST00394,38,Female,2025-10-15,Hiking Footwear,179.69,1,179.69,PayPal,1,0
CUST00395,52,Female,2025-11-07,Accessories,77.42,1,77.42,Debit Card,0,0
CUST00396,41,Male,2024-11-10,Accessories,67.16,2,134.32,Debit Card,0,0
CUST00397,27,Male,2024-08-20,Base Layers,56.61,1,56.61,Debit Card,0,1
CUST00398,22,Female,2025-04-18,Climbing Gear,416.26,2,832.52,Credit Card,0,1
CUST00399,48,Male,2025-04-28,Accessories,60.18,1,60.18,Credit Card,0,0
CUST00400,32,Male,2025-10-29,Accessories,42.02,1,42.02,Credit Card,0,0
CUST00401,64,Female,2023-12-29,Climbing Gear,268.92,3,806.76,PayPal,0,0
CUST00402,46,Male,2025-02-26,Base Layers,102.74,1,102.74,Debit Card,0,0
CUST00403,38,Male,2025-11-15,Ski Apparel,333.63,1,333.63,Credit Card,0,0
CUST00404,50,Female,2024-08-18,Navigation & Safety,197.12,1,197.12,PayPal,0,1
CUST00405,29,Male,2024-12-22,Backpacks,241.06,2,482.12,Debit Card,0,0
CUST00406,16,Female,2025-05-15,Base Layers,137.26,1,137.26,TWINT,0,1
CUST00407,48,Male,2024-05-28,Base Layers,49.31,1,49.31,Credit Card,1,0
CUST00408,52,Male,2024-04-04,Backpacks,157.6,1,157.6,PayPal,0,0
CUST00409,42,Male,2024-10-02,Base Layers,141.18,1,141.18,Invoice,1,0
CUST00410,17,Male,2024-04-06,Accessories,70.23,1,70.23,TWINT,0,0
CUST00411,38,Female,2023-12-30,Accessories,77.5,1,77.5,Invoice,1,0
CUST00412,22,Female,2024-06-25,Trail Running Shoes,105.69,1,105.69,Credit Card,0,1
CUST00413,28,Male,2024-09-08,Trail Running Shoes,145.17,1,145.17,Debit Card,0,0
CUST00414,54,Female,2023-05-20,Ski Apparel,134.79,1,134.79,PayPal,0,0
CUST00415,28,Female,2025-12-22,Base Layers,69.73,1,69.73,Debit Card,0,0
CUST00416,44,Female,2024-05-14,Trail Running Shoes,148.44,1,148.44,Invoice,0,0
CUST00417,62,Male,2025-02-06,Backpacks,134.85,3,404.55,Debit Card,0,0
CUST00418,23,Male,2023-07-16,Tents & Sleeping,246.56,1,246.56,Credit Card,0,0
CUST00419,42,Female,2023-08-01,Accessories,70.55,1,70.55,Credit Card,0,0
CUST00420,38,Female,2023-11-11,Hiking Apparel,187.02,1,187.02,Credit Card,0,1
CUST00421,44,Male,2025-04-14,Hiking Footwear,244.32,3,732.96,Debit Card,0,0
CUST00422,41,Male,2023-05-10,Base Layers,94.18,1,94.18,PayPal,0,0
CUST00423,62,Male,2025-06-15,Accessories,31.09,1,31.09,Debit Card,0,1
CUST00424,50,Male,2024-08-27,Ski Equipment,710.07,2,1420.14,Invoice,0,0
CUST00425,56,Female,2023-10-17,Hiking Apparel,210.9,1,210.9,Credit Card,1,0
CUST00426,27,Female,2024-12-05,Navigation & Safety,105.31,2,210.62,Credit Card,0,0
CUST00427,42,Female,2023-04-22,Ski Equipment,235.97,2,471.94,TWINT,0,0
CUST00428,43,Female,2023-07-21,Backpacks,137.2,1,137.2,Credit Card,0,0
CUST00429,26,Male,2025-09-22,Ski Equipment,202.36,1,202.36,Debit Card,0,0
CUST00430,51,Female,2025-05-27,Backpacks,159.35,1,159.35,Credit Card,0,0
CUST00431,33,Male,2025-09-09,Hiking Apparel,162.32,1,162.32,Debit Card,0,0
CUST00432,21,Female,2023-10-14,Trail Running Shoes,184.93,2,369.86,TWINT,0,0
CUST00433,24,Female,2025-04-09,Accessories,54.21,2,108.42,PayPal,0,1
CUST00434,24,Male,2023-11-01,Accessories,47.78,2,95.56,Debit Card,0,0
CUST00435,36,Female,2024-05-04,Climbing Gear,216.49,1,216.49,TWINT,0,0
CUST00436,28,Male,2023-10-27,Climbing Gear,239.72,1,239.72,PayPal,0,0
CUST00437,40,Male,2025-01-09,Hiking Apparel,47.71,1,47.71,Debit Card,0,0
CUST00438,51,Male,2024-07-14,Tents & Sleeping,133.68,4,534.72,TWINT,0,0
CUST00439,46,Male,2025-02-09,Tents & Sleeping,514.44,1,514.44,Invoice,0,0
CUST00440,53,Female,2023-01-14,Ski Apparel,329.5,3,988.5,Debit Card,0,1
CUST00441,53,Male,2023-08-31,Trail Running Shoes,150.71,2,301.42,PayPal,0,0
CUST00442,46,Male,2025-04-21,Base Layers,87.48,1,87.48,Credit Card,1,0
CUST00443,46,Male,2024-01-04,Backpacks,66.77,1,66.77,Debit Card,0,0
CUST00444,52,Female,2023-06-25,Accessories,60.96,2,121.92,Credit Card,0,0
CUST00445,29,Male,2025-11-12,Trail Running Shoes,181.57,2,363.14,Credit Card,0,0
CUST00446,38,Male,2023-08-11,Backpacks,118.94,1,118.94,Credit Card,0,0
CUST00447,28,Female,2025-12-24,Trail Running Shoes,226.23,1,226.23,Debit Card,1,0
CUST00448,17,Male,2025-06-02,Backpacks,298.26,3,894.78,Debit Card,0,1
CUST00449,29,Female,2023-07-20,Accessories,36.69,1,36.69,Debit Card,0,0
CUST00450,36,Female,2024-06-11,Hiking Footwear,199.66,1,199.66,Credit Card,0,0
CUST00451,32,Male,2025-01-11,Tents & Sleeping,437.64,1,437.64,Credit Card,0,0
CUST00452,35,Male,2025-03-24,Backpacks,219.4,1,219.4,PayPal,0,0
CUST00453,26,Female,2025-03-26,Ski Equipment,379.99,1,379.99,PayPal,0,0
CUST00454,39,Female,2024-03-15,Hiking Apparel,165.88,1,165.88,Debit Card,0,0
CUST00455,24,Male,2023-10-25,Hiking Apparel,154.46,2,308.92,Debit Card,0,1
CUST00456,26,Male,2025-03-31,Hiking Apparel,149.63,2,299.26,PayPal,0,0
CUST00457,16,Female,2025-11-27,Tents & Sleeping,308.27,1,308.27,Credit Card,1,0
CUST00458,21,Female,2024-05-04,Ski Equipment,277.11,1,277.11,PayPal,0,1
CUST00459,36,Female,2023-05-21,Hiking Apparel,76.06,1,76.06,TWINT,0,0
CUST00460,49,Female,2024-04-08,Backpacks,154.24,2,308.48,PayPal,0,0
CUST00461,29,Male,2023-08-28,Hiking Footwear,94.48,1,94.48,TWINT,0,0
CUST00462,33,Female,2025-09-17,Backpacks,258.26,4,1033.04,PayPal,0,0
CUST00463,25,Female,2024-03-27,Hiking Footwear,103.25,1,103.25,PayPal,0,0
CUST00464,41,Non-binary,2024-05-23,Backpacks,52.92,2,105.84,Credit Card,0,0
CUST00465,29,Male,2024-01-10,Ski Apparel,134.31,1,134.31,TWINT,0,0
CUST00466,50,Female,2024-02-28,Ski Equipment,701.57,3,2104.71,Credit Card,0,0
CUST00467,25,Male,2023-01-14,Hiking Footwear,271.16,1,271.16,PayPal,0,1
CUST00468,54,Female,2024-07-16,Tents & Sleeping,336.02,4,1344.08,Debit Card,0,0
CUST00469,36,Female,2023-03-08,Hiking Footwear,239.85,1,239.85,Debit Card,0,0
CUST00470,46,Male,2023-01-18,Bike & MTB,570.67,1,570.67,Credit Card,0,0
CUST00471,30,Male,2024-12-03,Backpacks,121.14,1,121.14,Debit Card,0,0
CUST00472,52,Female,2024-01-04,Hiking Apparel,193.78,1,193.78,Debit Card,0,0
CUST00473,45,Female,2023-11-03,Backpacks,306.89,1,306.89,Debit Card,1,0
CUST00474,20,Male,2024-10-08,Accessories,54.15,1,54.15,PayPal,0,0
CUST00475,26,Female,2023-07-17,Hiking Footwear,242.76,1,242.76,Debit Card,0,0
CUST00476,32,Female,2023-09-06,Navigation & Safety,92.16,1,92.16,Debit Card,0,0
CUST00477,22,Female,2025-11-11,Bike & MTB,256.3,1,256.3,Debit Card,0,0
CUST00478,29,Male,2023-12-10,Ski Apparel,274.78,1,274.78,PayPal,0,0
CUST00479,28,Female,2024-08-19,Hiking Footwear,148.73,1,148.73,PayPal,0,0
CUST00480,30,Female,2025-12-02,Accessories,75.71,2,151.42,Invoice,0,1
CUST00481,57,Female,2023-12-08,Navigation & Safety,216.2,1,216.2,Debit Card,0,0
CUST00482,40,Female,2023-06-20,Hiking Footwear,234.19,1,234.19,Credit Card,0,1
CUST00483,48,Male,2025-12-14,Base Layers,83.18,1,83.18,TWINT,1,0
CUST00484,33,Female,2024-07-11,Ski Apparel,221.89,4,887.56,Debit Card,0,0
CUST00485,22,Male,2025-12-29,Base Layers,135.28,1,135.28,Credit Card,0,0
CUST00486,34,Female,2024-09-13,Hiking Apparel,105.84,1,105.84,Credit Card,0,0
CUST00487,44,Female,2024-09-05,Base Layers,89.03,2,178.06,Credit Card,0,0
CUST00488,45,Male,2025-06-14,Hiking Footwear,154.73,1,154.73,Debit Card,1,0
CUST00489,28,Male,2024-07-10,Hiking Apparel,83.12,2,166.24,Credit Card,0,0
CUST00490,45,Male,2025-07-21,Accessories,22.77,1,22.77,PayPal,0,0
CUST00491,38,Male,2024-07-05,Backpacks,105.78,1,105.78,Credit Card,0,1
CUST00492,40,Male,2025-10-17,Hiking Footwear,123.44,1,123.44,Invoice,0,0
CUST00493,26,Non-binary,2025-08-20,Hiking Footwear,235.13,1,235.13,Credit Card,0,0
CUST00494,58,Male,2025-02-27,Hiking Footwear,274.92,2,549.84,PayPal,0,0
CUST00495,51,Female,2024-10-01,Backpacks,344.63,1,344.63,TWINT,0,0
CUST00496,40,Female,2024-09-03,Backpacks,86.64,1,86.64,Credit Card,0,0
CUST00497,39,Female,2023-09-03,Ski Apparel,116.9,1,116.9,Debit Card,0,0
CUST00498,43,Female,2023-07-03,Base Layers,112.61,1,112.61,Credit Card,0,0
CUST00499,21,Female,2023-08-08,Hiking Footwear,151.1,1,151.1,Credit Card,0,0
CUST00500,64,Female,2024-01-31,Base Layers,126.66,1,126.66,Credit Card,0,0
CUST00501,37,Female,2024-01-18,Backpacks,212.82,1,212.82,Debit Card,0,0
CUST00502,41,Female,2025-12-23,Backpacks,308.17,1,308.17,Credit Card,0,0
CUST00503,37,Female,2025-01-15,Hiking Apparel,73.4,1,73.4,PayPal,0,0
CUST00504,38,Female,2025-10-15,Backpacks,166.25,1,166.25,PayPal,0,0
CUST00505,29,Male,2024-01-01,Base Layers,35.25,3,105.75,TWINT,0,0
CUST00506,43,Male,2025-12-12,Backpacks,300.89,2,601.78,PayPal,0,1
CUST00507,41,Male,2023-06-13,Navigation & Safety,203.61,3,610.83,Debit Card,0,0
CUST00508,56,Female,2023-04-30,Accessories,67.54,2,135.08,TWINT,0,1
CUST00509,47,Non-binary,2025-12-24,Bike & MTB,113.81,2,227.62,Debit Card,0,0
CUST00510,42,Female,2023-08-05,Navigation & Safety,176.36,1,176.36,PayPal,0,0
CUST00511,34,Male,2023-11-20,Accessories,48.5,1,48.5,Debit Card,0,0
CUST00512,25,Female,2025-04-24,Backpacks,349.06,2,698.12,PayPal,0,0
CUST00513,26,Male,2025-07-15,Base Layers,141.14,1,141.14,Debit Card,0,0
CUST00514,28,Non-binary,2024-09-10,Backpacks,205.28,4,821.12,Credit Card,0,0
CUST00515,29,Non-binary,2023-11-13,Accessories,74.34,1,74.34,Credit Card,0,1
CUST00516,56,Male,2024-09-07,Accessories,27.49,1,27.49,Credit Card,0,0
CUST00517,36,Female,2023-07-15,Trail Running Shoes,215.6,2,431.2,Debit Card,0,0
CUST00518,18,Female,2024-12-13,Hiking Footwear,91.18,2,182.36,TWINT,0,0
CUST00519,52,Female,2025-02-22,Accessories,75.01,1,75.01,Credit Card,0,0
CUST00520,52,Female,2025-03-15,Ski Apparel,297.24,1,297.24,Invoice,0,0
CUST00521,48,Female,2023-04-11,Trail Running Shoes,147.06,1,147.06,Debit Card,0,0
CUST00522,44,Male,2024-02-10,Base Layers,121.44,1,121.44,Debit Card,0,1
CUST00523,23,Male,2023-07-03,Hiking Footwear,235.35,1,235.35,Credit Card,0,0
CUST00524,24,Male,2023-12-13,Ski Apparel,282.84,2,565.68,Invoice,0,0
CUST00525,31,Male,2023-06-25,Accessories,23.98,1,23.98,Credit Card,1,0
CUST00526,40,Female,2023-08-16,Accessories,67.41,1,67.41,Credit Card,0,0
CUST00527,37,Female,2023-10-17,Base Layers,95.86,1,95.86,PayPal,0,0
CUST00528,29,Female,2024-02-16,Backpacks,126.64,1,126.64,PayPal,0,1
CUST00529,37,Male,2023-08-09,Ski Equipment,789.06,2,1578.12,Credit Card,0,0
CUST00530,36,Male,2024-10-08,Hiking Apparel,215.79,1,215.79,Debit Card,0,1
CUST00531,47,Female,2024-09-16,Base Layers,34.77,3,104.31,Credit Card,0,1
CUST00532,67,Male,2025-10-23,Ski Apparel,272.58,1,272.58,Credit Card,1,0
CUST00533,16,Non-binary,2024-11-30,Navigation & Safety,285.75,1,285.75,TWINT,0,1
CUST00534,72,Male,2024-04-10,Bike & MTB,505.46,1,505.46,Debit Card,0,0
CUST00535,31,Male,2024-02-19,Trail Running Shoes,191.35,1,191.35,TWINT,0,0
CUST00536,53,Female,2023-10-25,Trail Running Shoes,239.4,4,957.6,PayPal,0,1
CUST00537,51,Female,2023-03-02,Trail Running Shoes,217.53,1,217.53,PayPal,0,0
CUST00538,44,Male,2024-07-14,Hiking Apparel,208.08,3,624.24,Credit Card,0,1
CUST00539,72,Female,2024-04-17,Backpacks,233.71,1,233.71,PayPal,0,0
CUST00540,43,Female,2025-02-04,Climbing Gear,314.21,2,628.42,Credit Card,0,0
CUST00541,42,Male,2024-03-31,Bike & MTB,743.33,3,2229.99,PayPal,0,0
CUST00542,45,Male,2025-09-30,Navigation & Safety,295.98,2,591.96,PayPal,0,0
CUST00543,19,Female,2025-12-11,Accessories,60.41,1,60.41,PayPal,0,1
CUST00544,47,Male,2024-05-18,Hiking Apparel,198.0,3,594.0,Debit Card,0,0
CUST00545,24,Female,2024-09-15,Hiking Footwear,138.24,1,138.24,PayPal,0,1
CUST00546,32,Male,2025-08-07,Navigation & Safety,213.19,3,639.57,TWINT,0,0
CUST00547,53,Female,2025-07-12,Base Layers,46.24,1,46.24,Credit Card,0,0
CUST00548,51,Female,2023-12-02,Accessories,16.31,1,16.31,PayPal,0,1
CUST00549,27,Female,2023-11-24,Hiking Apparel,182.39,1,182.39,Debit Card,0,0
CUST00550,41,Female,2023-10-24,Backpacks,247.86,1,247.86,Credit Card,0,0
CUST00551,30,Male,2024-02-20,Tents & Sleeping,141.13,1,141.13,Credit Card,0,1
CUST00552,57,Female,2025-10-07,Climbing Gear,409.5,1,409.5,Credit Card,0,0
CUST00553,33,Female,2024-03-01,Ski Equipment,560.51,1,560.51,Credit Card,0,0
CUST00554,40,Male,2024-09-03,Accessories,56.69,2,113.38,Credit Card,1,1
CUST00555,45,Male,2023-12-30,Base Layers,113.98,1,113.98,Invoice,0,0
CUST00556,37,Male,2023-05-19,Base Layers,68.74,3,206.22,PayPal,0,1
CUST00557,31,Female,2024-03-04,Ski Apparel,200.68,1,200.68,PayPal,1,0
CUST00558,39,Female,2024-08-11,Bike & MTB,407.58,2,815.16,Debit Card,0,0
CUST00559,23,Female,2025-10-16,Tents & Sleeping,338.13,2,676.26,Debit Card,0,0
CUST00560,30,Female,2023-08-30,Bike & MTB,41.2,1,41.2,PayPal,0,0
CUST00561,34,Male,2024-07-30,Accessories,24.86,1,24.86,Credit Card,1,1
CUST00562,39,Female,2025-03-22,Base Layers,43.66,1,43.66,PayPal,0,1
CUST00563,42,Male,2023-10-06,Base Layers,139.94,2,279.88,Debit Card,0,0
CUST00564,47,Female,2023-04-25,Ski Apparel,326.56,1,326.56,TWINT,0,0
CUST00565,32,Male,2024-12-25,Base Layers,125.94,3,377.82,Credit Card,0,0
CUST00566,51,Male,2025-03-08,Hiking Apparel,136.17,1,136.17,Credit Card,0,0
CUST00567,29,Female,2025-01-31,Ski Equipment,215.1,3,645.3,Debit Card,0,0
CUST00568,60,Male,2023-07-09,Trail Running Shoes,209.89,2,419.78,Debit Card,1,0
CUST00569,30,Female,2023-10-21,Base Layers,92.84,2,185.68,PayPal,1,0
CUST00570,37,Female,2025-03-04,Bike & MTB,195.94,1,195.94,PayPal,0,1
CUST00571,54,Female,2025-12-02,Hiking Footwear,173.38,1,173.38,PayPal,0,1
CUST00572,30,Female,2024-08-09,Tents & Sleeping,189.12,1,189.12,Credit Card,0,0
CUST00573,43,Male,2024-02-28,Hiking Footwear,204.59,1,204.59,Debit Card,0,0
CUST00574,42,Non-binary,2024-09-29,Accessories,50.19,1,50.19,PayPal,0,0
CUST00575,47,Female,2024-01-02,Hiking Footwear,90.76,1,90.76,PayPal,0,0
CUST00576,47,Female,2024-02-10,Hiking Apparel,104.01,1,104.01,PayPal,0,0
CUST00577,57,Female,2025-08-17,Trail Running Shoes,213.8,3,641.4,Credit Card,0,0
CUST00578,34,Female,2024-06-12,Climbing Gear,475.3,1,475.3,TWINT,0,0
CUST00579,27,Female,2024-12-20,Hiking Apparel,45.45,1,45.45,Debit Card,0,0
CUST00580,19,Male,2023-08-08,Backpacks,202.38,1,202.38,Credit Card,0,0
CUST00581,26,Male,2025-02-25,Tents & Sleeping,364.93,4,1459.72,Credit Card,0,0
CUST00582,35,Male,2024-04-28,Bike & MTB,471.08,1,471.08,Credit Card,0,0
CUST00583,32,Male,2025-06-30,Backpacks,147.61,1,147.61,Credit Card,0,1
CUST00584,16,Male,2025-10-09,Accessories,63.99,1,63.99,PayPal,1,1
CUST00585,48,Female,2025-07-16,Accessories,63.0,2,126.0,Debit Card,0,0
CUST00586,50,Male,2024-09-15,Base Layers,67.99,1,67.99,TWINT,0,0
CUST00587,69,Female,2024-08-25,Tents & Sleeping,345.42,2,690.84,Credit Card,0,0
CUST00588,19,Male,2024-07-31,Backpacks,343.61,1,343.61,TWINT,0,0
CUST00589,29,Male,2025-08-30,Hiking Apparel,138.12,2,276.24,Credit Card,0,0
CUST00590,44,Male,2023-09-15,Hiking Apparel,91.92,3,275.76,Credit Card,1,1
CUST00591,35,Male,2025-05-01,Bike & MTB,104.34,1,104.34,TWINT,0,0
CUST00592,24,Female,2025-07-10,Tents & Sleeping,316.29,1,316.29,Debit Card,0,0
CUST00593,52,Female,2025-01-21,Base Layers,62.31,3,186.93,Credit Card,1,0
CUST00594,38,Male,2025-12-14,Backpacks,338.52,1,338.52,Invoice,0,0
CUST00595,33,Female,2023-06-09,Hiking Footwear,174.49,2,348.98,PayPal,0,0
CUST00596,39,Female,2025-07-18,Accessories,47.45,1,47.45,Debit Card,0,0
CUST00597,16,Female,2024-09-14,Ski Apparel,72.01,3,216.03,PayPal,0,1
CUST00598,52,Female,2023-02-25,Trail Running Shoes,107.23,4,428.92,Credit Card,1,0
CUST00599,43,Male,2023-08-17,Ski Equipment,793.39,1,793.39,PayPal,0,0
CUST00600,30,Female,2024-04-28,Hiking Apparel,71.57,2,143.14,Debit Card,0,0
CUST00601,35,Male,2025-04-25,Navigation & Safety,63.16,1,63.16,PayPal,0,0
CUST00602,42,Female,2024-06-25,Ski Equipment,700.77,1,700.77,PayPal,0,0
CUST00603,29,Female,2025-03-09,Base Layers,93.9,1,93.9,Debit Card,0,0
CUST00604,44,Male,2025-12-21,Navigation & Safety,145.67,2,291.34,PayPal,1,0
CUST00605,18,Male,2024-06-30,Navigation & Safety,260.34,1,260.34,TWINT,0,0
CUST00606,16,Female,2024-02-04,Base Layers,59.02,2,118.04,Debit Card,0,0
CUST00607,37,Male,2025-07-02,Hiking Footwear,162.25,1,162.25,Debit Card,0,0
CUST00608,39,Male,2024-03-20,Tents & Sleeping,109.58,1,109.58,Invoice,0,0
CUST00609,55,Male,2024-01-14,Tents & Sleeping,547.95,1,547.95,TWINT,0,0
CUST00610,54,Female,2024-07-20,Navigation & Safety,198.86,3,596.58,PayPal,0,0
